"","age","job","marital","education","default","housing","loan","contact","month","day_of_week","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y","year"
"26349",56,"admin.","divorced","university.degree","no","yes","no","cellular","nov","thu",2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26353",38,"management","married","university.degree","no","yes","no","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26356",32,"admin.","married","high.school","no","yes","no","telephone","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26359",30,"services","married","high.school","unknown","yes","no","cellular","nov","thu",1,999,1,"failure",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26369",35,"admin.","married","university.degree","no","yes","no","cellular","nov","thu",2,3,1,"success",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26371",38,"management","married","professional.course","no","yes","no","telephone","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26373",37,"unemployed","married","professional.course","no","yes","no","cellular","nov","thu",2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26377",32,"admin.","married","professional.course","no","yes","no","cellular","nov","thu",2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26378",29,"blue-collar","married","high.school","no","yes","no","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26379",55,"retired","married","high.school","no","no","yes","cellular","nov","thu",6,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26382",58,"management","married","university.degree","no","yes","no","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26386",32,"unemployed","single","high.school","no","yes","no","cellular","nov","thu",4,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26389",35,"technician","married","university.degree","no","yes","no","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26392",30,"admin.","single","university.degree","no","no","no","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26398",33,"self-employed","divorced","university.degree","no","no","no","telephone","nov","thu",3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26400",38,"entrepreneur","divorced","university.degree","no","yes","no","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26407",42,"management","married","high.school","no","no","no","cellular","nov","thu",2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26414",38,"technician","married","university.degree","no","yes","no","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26417",31,"blue-collar","married","professional.course","unknown","no","no","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26422",33,"blue-collar","divorced","basic.9y","no","yes","no","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26423",32,"admin.","married","university.degree","no","no","no","cellular","nov","thu",6,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26424",37,"technician","married","university.degree","no","no","no","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26426",50,"admin.","single","university.degree","no","yes","no","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26430",44,"admin.","single","university.degree","no","yes","no","cellular","nov","thu",4,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26432",31,"blue-collar","married","basic.9y","unknown","yes","no","cellular","nov","thu",2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26433",31,"admin.","single","university.degree","no","no","no","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26435",31,"admin.","single","university.degree","no","no","no","cellular","nov","thu",2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26436",53,"technician","divorced","high.school","no","no","no","cellular","nov","thu",2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26439",32,"admin.","single","university.degree","no","no","no","cellular","nov","thu",2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26442",56,"blue-collar","married","basic.9y","no","yes","no","cellular","nov","thu",1,999,1,"failure",-0.1,93.2,-42,4.076,5195.8,"yes",2008
"26446",46,"management","married","unknown","no","yes","no","cellular","nov","thu",2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"yes",2008
"26448",34,"technician","married","professional.course","no","no","no","cellular","nov","thu",2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26449",46,"admin.","married","high.school","no","yes","no","cellular","nov","thu",1,999,1,"failure",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26452",46,"entrepreneur","divorced","high.school","no","yes","no","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26453",38,"self-employed","married","professional.course","no","yes","no","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26457",38,"management","single","university.degree","no","yes","yes","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26458",58,"technician","married","professional.course","no","no","no","cellular","nov","thu",2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26469",30,"self-employed","single","university.degree","no","yes","no","cellular","nov","thu",1,999,1,"failure",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26470",32,"entrepreneur","married","university.degree","no","no","no","cellular","nov","thu",4,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26472",48,"admin.","married","university.degree","no","yes","no","cellular","nov","thu",2,999,1,"failure",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26475",31,"technician","married","high.school","no","no","no","cellular","nov","thu",1,999,1,"failure",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26478",31,"technician","married","high.school","no","yes","yes","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26480",48,"admin.","married","university.degree","no","no","no","cellular","nov","thu",1,999,1,"failure",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26483",59,"retired","married","professional.course","no","no","no","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26487",38,"self-employed","married","professional.course","no","no","no","cellular","nov","thu",1,999,1,"failure",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26488",56,"technician","married","university.degree","no","no","no","cellular","nov","thu",3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26490",34,"management","married","university.degree","no","no","no","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26491",38,"management","married","university.degree","no","yes","no","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26492",44,"self-employed","married","university.degree","no","no","no","telephone","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26495",55,"entrepreneur","married","professional.course","no","yes","no","cellular","nov","thu",2,999,1,"failure",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26496",51,"entrepreneur","single","university.degree","no","no","no","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26497",34,"management","married","university.degree","no","no","yes","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26501",34,"services","married","basic.4y","no","yes","no","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26509",36,"management","married","university.degree","no","yes","yes","cellular","nov","thu",2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26510",35,"self-employed","unknown","university.degree","no","no","no","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26511",44,"blue-collar","married","basic.4y","no","no","no","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26515",52,"blue-collar","divorced","basic.4y","no","no","no","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26519",40,"admin.","single","high.school","no","yes","no","telephone","nov","thu",2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26524",30,"admin.","married","university.degree","no","yes","no","cellular","nov","thu",3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"yes",2008
"26526",43,"blue-collar","married","basic.9y","no","yes","no","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26527",43,"blue-collar","married","basic.9y","no","yes","no","cellular","nov","thu",1,999,1,"failure",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26528",31,"services","single","high.school","no","yes","no","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26530",33,"unemployed","single","university.degree","no","no","no","cellular","nov","thu",1,999,1,"failure",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26532",39,"management","married","university.degree","no","no","no","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26533",39,"blue-collar","married","basic.9y","no","no","no","telephone","nov","thu",2,999,1,"failure",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26535",36,"blue-collar","married","basic.9y","no","no","no","telephone","nov","thu",8,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26545",39,"technician","married","university.degree","no","yes","yes","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26548",35,"blue-collar","married","basic.6y","no","yes","no","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26560",36,"admin.","single","university.degree","no","yes","no","cellular","nov","thu",2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26564",47,"entrepreneur","divorced","basic.9y","no","no","no","cellular","nov","thu",2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26567",58,"admin.","married","university.degree","no","yes","no","cellular","nov","thu",2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26569",45,"unemployed","married","basic.9y","no","yes","no","cellular","nov","thu",5,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26571",42,"services","married","basic.6y","no","no","no","cellular","nov","thu",7,999,1,"failure",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26575",33,"technician","divorced","professional.course","no","yes","no","cellular","nov","thu",3,999,1,"failure",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26580",42,"blue-collar","single","basic.4y","unknown","yes","no","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26582",43,"services","divorced","high.school","no","no","no","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26586",30,"technician","single","university.degree","no","yes","yes","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26589",34,"management","divorced","university.degree","no","yes","yes","cellular","nov","thu",2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"yes",2008
"26597",41,"services","single","high.school","unknown","yes","no","cellular","nov","thu",3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26601",41,"blue-collar","married","basic.4y","no","yes","no","cellular","nov","thu",2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26609",29,"services","married","high.school","no","yes","no","cellular","nov","thu",4,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26611",53,"self-employed","divorced","professional.course","no","yes","no","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26614",31,"admin.","single","university.degree","no","yes","no","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26616",31,"blue-collar","single","high.school","no","yes","no","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26617",29,"admin.","single","university.degree","no","yes","yes","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26618",29,"blue-collar","single","basic.9y","no","yes","no","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26621",51,"self-employed","married","basic.9y","no","yes","yes","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26628",30,"blue-collar","married","basic.6y","no","yes","yes","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26630",52,"housemaid","married","basic.9y","no","yes","no","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26632",41,"admin.","divorced","university.degree","no","yes","no","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26638",31,"blue-collar","single","basic.4y","no","yes","no","cellular","nov","thu",2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26640",50,"services","married","unknown","no","yes","no","cellular","nov","thu",3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26641",30,"technician","single","professional.course","no","no","no","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26642",31,"admin.","married","university.degree","no","yes","no","cellular","nov","thu",2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26644",41,"services","married","high.school","unknown","yes","no","cellular","nov","thu",2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26646",30,"admin.","married","university.degree","no","yes","no","cellular","nov","thu",2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26647",38,"blue-collar","married","basic.4y","no","no","no","cellular","nov","thu",5,999,1,"failure",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26648",39,"blue-collar","married","high.school","no","yes","no","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26649",33,"entrepreneur","married","university.degree","no","no","no","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26650",29,"technician","single","professional.course","unknown","yes","yes","cellular","nov","thu",1,999,1,"failure",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26651",30,"unemployed","married","university.degree","no","no","no","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26652",32,"blue-collar","single","basic.4y","no","no","no","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26653",39,"management","divorced","university.degree","no","yes","no","cellular","nov","thu",6,999,1,"failure",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26658",53,"management","married","university.degree","no","yes","no","cellular","nov","thu",2,999,1,"failure",-0.1,93.2,-42,4.076,5195.8,"yes",2008
"26660",36,"services","single","high.school","no","no","no","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26661",30,"blue-collar","single","basic.9y","no","no","no","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26667",51,"management","divorced","high.school","no","no","no","cellular","nov","thu",2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26670",56,"housemaid","divorced","basic.4y","no","no","no","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26671",37,"blue-collar","divorced","professional.course","no","yes","no","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26676",31,"services","single","high.school","no","no","no","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26677",32,"management","single","university.degree","no","no","no","cellular","nov","thu",2,999,1,"failure",-0.1,93.2,-42,4.076,5195.8,"yes",2008
"26678",41,"blue-collar","married","basic.4y","no","no","no","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26680",56,"retired","married","basic.4y","no","yes","yes","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26683",46,"admin.","married","high.school","no","yes","no","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26685",43,"blue-collar","married","basic.9y","no","no","no","cellular","nov","thu",2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26687",34,"management","married","university.degree","no","no","no","cellular","nov","thu",3,999,1,"failure",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26691",34,"unemployed","married","university.degree","no","yes","no","cellular","nov","thu",3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26692",37,"management","married","basic.9y","no","yes","no","cellular","nov","thu",2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26702",33,"admin.","married","university.degree","no","yes","no","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26704",53,"housemaid","married","unknown","no","yes","no","cellular","nov","thu",5,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26706",30,"self-employed","single","university.degree","no","yes","no","cellular","nov","thu",3,999,1,"failure",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26707",31,"technician","single","unknown","unknown","no","no","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26708",35,"admin.","single","university.degree","no","yes","no","cellular","nov","thu",2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26710",35,"admin.","single","university.degree","no","yes","no","cellular","nov","thu",2,999,1,"failure",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26713",37,"technician","married","professional.course","no","yes","no","cellular","nov","thu",2,999,1,"failure",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26722",31,"blue-collar","married","basic.9y","unknown","no","no","cellular","nov","thu",2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26723",56,"management","married","university.degree","no","yes","no","cellular","nov","thu",2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26724",50,"blue-collar","married","professional.course","no","yes","no","telephone","nov","thu",2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26733",31,"services","single","high.school","no","yes","no","cellular","nov","thu",2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26738",46,"management","married","university.degree","no","yes","no","cellular","nov","thu",6,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26740",31,"admin.","married","university.degree","no","no","no","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26742",53,"self-employed","divorced","university.degree","no","no","no","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26744",34,"blue-collar","married","basic.9y","no","yes","yes","telephone","nov","thu",4,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26747",31,"technician","single","professional.course","no","yes","no","cellular","nov","thu",5,999,1,"failure",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26751",42,"blue-collar","divorced","basic.4y","unknown","no","no","cellular","nov","thu",6,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26752",51,"unemployed","married","high.school","no","yes","no","cellular","nov","thu",4,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26757",34,"self-employed","married","illiterate","no","yes","no","cellular","nov","thu",1,999,1,"failure",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26760",51,"admin.","divorced","university.degree","no","yes","yes","cellular","nov","thu",2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26761",39,"entrepreneur","married","professional.course","no","yes","no","cellular","nov","thu",3,999,1,"failure",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26766",32,"admin.","married","university.degree","no","yes","no","cellular","nov","thu",2,999,1,"failure",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26768",36,"blue-collar","married","basic.9y","no","no","no","cellular","nov","thu",3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"yes",2008
"26770",39,"entrepreneur","married","university.degree","no","yes","no","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26776",54,"housemaid","divorced","university.degree","no","yes","yes","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"yes",2008
"26777",31,"technician","single","unknown","unknown","yes","no","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26779",33,"blue-collar","married","basic.9y","unknown","yes","no","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26780",47,"blue-collar","married","basic.6y","no","yes","yes","cellular","nov","thu",6,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26781",39,"admin.","single","high.school","no","yes","yes","cellular","nov","thu",2,999,1,"failure",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26786",33,"admin.","married","university.degree","no","yes","no","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26791",41,"blue-collar","married","basic.4y","no","no","no","cellular","nov","thu",3,999,1,"failure",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26794",49,"self-employed","married","university.degree","no","no","no","cellular","nov","thu",3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26798",29,"entrepreneur","married","university.degree","no","yes","yes","cellular","nov","thu",3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26800",53,"self-employed","single","university.degree","no","no","yes","cellular","nov","thu",2,999,1,"failure",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26801",46,"entrepreneur","divorced","basic.9y","no","yes","no","cellular","nov","thu",4,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26802",49,"services","married","basic.4y","no","no","no","cellular","nov","thu",2,999,1,"failure",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26804",39,"technician","married","university.degree","no","no","yes","cellular","nov","thu",2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26807",51,"self-employed","married","university.degree","no","yes","no","cellular","nov","thu",2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26812",44,"self-employed","married","basic.9y","no","yes","no","cellular","nov","thu",4,999,1,"failure",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26818",41,"management","married","basic.9y","no","no","no","cellular","nov","thu",2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26820",29,"admin.","single","high.school","no","yes","no","cellular","nov","thu",2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26824",46,"technician","married","professional.course","no","no","no","cellular","nov","thu",2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26827",29,"admin.","single","university.degree","no","yes","yes","cellular","nov","thu",4,999,1,"failure",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26832",33,"services","married","high.school","unknown","no","no","cellular","nov","thu",3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26834",39,"entrepreneur","married","professional.course","no","unknown","unknown","cellular","nov","thu",3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26838",33,"admin.","single","university.degree","no","no","no","cellular","nov","thu",2,999,1,"failure",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26839",46,"technician","divorced","professional.course","no","yes","no","cellular","nov","thu",2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26843",43,"technician","single","professional.course","unknown","unknown","unknown","cellular","nov","thu",3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26844",38,"management","married","university.degree","no","yes","no","cellular","nov","thu",2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26845",33,"admin.","married","university.degree","unknown","yes","no","cellular","nov","thu",2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26846",36,"admin.","single","university.degree","no","no","no","cellular","nov","thu",2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26847",31,"admin.","single","university.degree","no","no","no","cellular","nov","thu",2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26848",41,"services","single","basic.9y","no","yes","no","cellular","nov","thu",2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26855",31,"blue-collar","single","basic.9y","no","yes","no","cellular","nov","thu",2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26856",31,"services","divorced","high.school","no","yes","no","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26862",41,"management","divorced","basic.6y","no","yes","no","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26864",22,"blue-collar","single","basic.4y","no","yes","no","telephone","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26865",35,"admin.","married","university.degree","no","no","no","cellular","nov","thu",2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26867",30,"technician","single","university.degree","no","no","yes","cellular","nov","thu",4,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26868",34,"management","married","university.degree","no","yes","no","cellular","nov","thu",4,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26869",29,"admin.","single","university.degree","no","yes","no","cellular","nov","thu",2,999,1,"failure",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26871",52,"services","married","basic.6y","no","yes","no","cellular","nov","thu",2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26876",50,"entrepreneur","married","university.degree","no","yes","no","cellular","nov","thu",3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26877",46,"blue-collar","married","basic.9y","unknown","yes","no","cellular","nov","thu",3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26878",56,"services","married","high.school","no","no","no","telephone","nov","thu",3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"yes",2008
"26879",34,"technician","single","university.degree","no","yes","no","cellular","nov","thu",2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
"26886",36,"admin.","married","unknown","unknown","yes","no","cellular","nov","thu",3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",2008
