"","age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y","year"
"39958",53,"management","divorced","university.degree","no","no","no","cellular","jun","mon",345,1,999,0,"nonexistent",-1.7,94.055,-39.8,0.754,4991.6,"yes",2010
"39959",51,"blue-collar","married","basic.4y","no","no","yes","cellular","jun","mon",325,1,3,1,"success",-1.7,94.055,-39.8,0.754,4991.6,"yes",2010
"39960",34,"admin.","single","university.degree","no","yes","no","cellular","jun","mon",452,1,999,0,"nonexistent",-1.7,94.055,-39.8,0.754,4991.6,"yes",2010
"39961",32,"blue-collar","single","high.school","no","no","no","cellular","jun","mon",247,1,2,2,"success",-1.7,94.055,-39.8,0.754,4991.6,"yes",2010
"39962",32,"blue-collar","single","high.school","no","no","no","cellular","jun","mon",197,1,999,1,"failure",-1.7,94.055,-39.8,0.754,4991.6,"no",2010
"39963",37,"self-employed","married","university.degree","no","no","no","telephone","jun","mon",363,1,999,0,"nonexistent",-1.7,94.055,-39.8,0.754,4991.6,"yes",2010
"39964",37,"unemployed","married","university.degree","unknown","no","no","telephone","jun","mon",198,1,999,0,"nonexistent",-1.7,94.055,-39.8,0.754,4991.6,"yes",2010
"39965",62,"blue-collar","married","high.school","no","yes","no","cellular","jun","mon",563,4,4,3,"success",-1.7,94.055,-39.8,0.754,4991.6,"yes",2010
"39966",35,"management","married","university.degree","no","yes","no","cellular","jun","mon",150,3,999,0,"nonexistent",-1.7,94.055,-39.8,0.754,4991.6,"no",2010
"39967",37,"self-employed","married","university.degree","no","no","no","cellular","jun","mon",181,2,999,0,"nonexistent",-1.7,94.055,-39.8,0.754,4991.6,"no",2010
"39968",68,"retired","married","basic.4y","unknown","yes","no","cellular","jun","mon",383,3,999,0,"nonexistent",-1.7,94.055,-39.8,0.754,4991.6,"no",2010
"39969",37,"self-employed","married","university.degree","no","no","no","telephone","jun","mon",133,4,999,0,"nonexistent",-1.7,94.055,-39.8,0.754,4991.6,"no",2010
"39970",38,"technician","single","university.degree","no","yes","no","cellular","jun","mon",737,6,999,0,"nonexistent",-1.7,94.055,-39.8,0.754,4991.6,"yes",2010
"39971",36,"management","married","university.degree","no","no","no","cellular","jun","tue",265,1,999,1,"failure",-1.7,94.055,-39.8,0.761,4991.6,"yes",2010
"39972",81,"retired","divorced","high.school","no","no","no","cellular","jun","tue",279,1,999,4,"failure",-1.7,94.055,-39.8,0.761,4991.6,"no",2010
"39973",34,"unemployed","single","university.degree","no","no","no","cellular","jun","tue",401,1,999,0,"nonexistent",-1.7,94.055,-39.8,0.761,4991.6,"yes",2010
"39974",50,"blue-collar","married","basic.4y","no","no","no","cellular","jun","tue",135,4,999,1,"failure",-1.7,94.055,-39.8,0.761,4991.6,"no",2010
"39975",76,"retired","married","professional.course","unknown","yes","no","cellular","jun","tue",352,1,3,1,"success",-1.7,94.055,-39.8,0.761,4991.6,"yes",2010
"39976",76,"retired","married","professional.course","unknown","yes","no","cellular","jun","tue",295,1,9,2,"success",-1.7,94.055,-39.8,0.761,4991.6,"yes",2010
"39977",56,"retired","married","high.school","no","no","no","cellular","jun","tue",383,1,3,1,"success",-1.7,94.055,-39.8,0.761,4991.6,"yes",2010
"39978",64,"retired","married","professional.course","no","no","no","cellular","jun","tue",222,1,999,3,"failure",-1.7,94.055,-39.8,0.761,4991.6,"yes",2010
"39979",27,"unemployed","single","basic.4y","no","no","no","cellular","jun","tue",238,1,999,2,"failure",-1.7,94.055,-39.8,0.761,4991.6,"no",2010
"39980",27,"admin.","single","high.school","no","no","no","cellular","jun","tue",586,2,999,0,"nonexistent",-1.7,94.055,-39.8,0.761,4991.6,"yes",2010
"39981",23,"student","single","basic.9y","no","yes","no","cellular","jun","tue",189,1,6,3,"success",-1.7,94.055,-39.8,0.761,4991.6,"no",2010
"39982",35,"admin.","married","university.degree","no","yes","no","cellular","jun","tue",385,1,5,1,"success",-1.7,94.055,-39.8,0.761,4991.6,"no",2010
"39983",25,"student","single","high.school","no","yes","yes","cellular","jun","tue",660,2,6,3,"success",-1.7,94.055,-39.8,0.761,4991.6,"yes",2010
"39984",38,"entrepreneur","married","basic.6y","no","no","no","cellular","jun","tue",271,1,2,3,"success",-1.7,94.055,-39.8,0.761,4991.6,"yes",2010
"39985",38,"entrepreneur","married","basic.6y","no","yes","no","cellular","jun","tue",189,1,999,0,"nonexistent",-1.7,94.055,-39.8,0.761,4991.6,"no",2010
"39986",27,"admin.","single","high.school","no","no","no","cellular","jun","tue",421,2,999,0,"nonexistent",-1.7,94.055,-39.8,0.761,4991.6,"yes",2010
"39987",32,"management","single","university.degree","no","no","no","cellular","jun","tue",264,4,999,0,"nonexistent",-1.7,94.055,-39.8,0.761,4991.6,"no",2010
"39988",30,"technician","single","professional.course","no","yes","no","telephone","jun","tue",12,1,999,0,"nonexistent",-1.7,94.055,-39.8,0.761,4991.6,"no",2010
"39989",33,"admin.","married","university.degree","no","no","no","telephone","jun","tue",286,2,999,0,"nonexistent",-1.7,94.055,-39.8,0.761,4991.6,"no",2010
"39990",34,"unemployed","single","university.degree","no","yes","no","cellular","jun","tue",167,2,999,0,"nonexistent",-1.7,94.055,-39.8,0.761,4991.6,"yes",2010
"39991",32,"blue-collar","married","basic.4y","no","yes","no","telephone","jun","tue",13,1,999,1,"failure",-1.7,94.055,-39.8,0.761,4991.6,"no",2010
"39992",26,"technician","single","professional.course","no","no","no","telephone","jun","tue",8,1,999,0,"nonexistent",-1.7,94.055,-39.8,0.761,4991.6,"no",2010
"39993",26,"admin.","married","high.school","no","no","no","cellular","jun","wed",598,4,12,3,"failure",-1.7,94.055,-39.8,0.767,4991.6,"yes",2010
"39994",27,"unknown","single","university.degree","no","yes","no","cellular","jun","wed",665,4,3,2,"success",-1.7,94.055,-39.8,0.767,4991.6,"yes",2010
"39995",52,"admin.","married","university.degree","no","yes","no","cellular","jun","wed",255,2,999,0,"nonexistent",-1.7,94.055,-39.8,0.767,4991.6,"no",2010
"39996",26,"admin.","married","high.school","no","no","no","cellular","jun","wed",428,1,999,0,"nonexistent",-1.7,94.055,-39.8,0.767,4991.6,"no",2010
"39997",30,"technician","single","university.degree","no","yes","no","telephone","jun","wed",263,1,999,2,"failure",-1.7,94.055,-39.8,0.767,4991.6,"yes",2010
"39998",27,"unknown","single","university.degree","no","yes","no","cellular","jun","wed",121,3,999,0,"nonexistent",-1.7,94.055,-39.8,0.767,4991.6,"no",2010
"39999",33,"services","married","high.school","no","yes","no","cellular","jun","wed",274,2,12,2,"success",-1.7,94.055,-39.8,0.767,4991.6,"yes",2010
"40000",56,"retired","married","basic.4y","no","yes","no","cellular","jun","wed",337,2,3,2,"success",-1.7,94.055,-39.8,0.767,4991.6,"yes",2010
"40001",29,"technician","single","high.school","no","yes","no","telephone","jun","wed",6,1,999,0,"nonexistent",-1.7,94.055,-39.8,0.767,4991.6,"no",2010
"40002",86,"retired","single","basic.9y","unknown","no","no","telephone","jun","wed",955,1,999,0,"nonexistent",-1.7,94.055,-39.8,0.767,4991.6,"yes",2010
"40003",21,"student","single","high.school","no","yes","yes","cellular","jun","wed",286,2,999,0,"nonexistent",-1.7,94.055,-39.8,0.767,4991.6,"yes",2010
"40004",29,"admin.","single","high.school","no","no","no","cellular","jun","wed",108,5,999,0,"nonexistent",-1.7,94.055,-39.8,0.767,4991.6,"no",2010
"40005",26,"admin.","married","high.school","no","yes","yes","cellular","jun","wed",275,2,999,1,"failure",-1.7,94.055,-39.8,0.767,4991.6,"yes",2010
"40006",66,"retired","married","basic.4y","no","no","yes","cellular","jun","wed",319,2,999,0,"nonexistent",-1.7,94.055,-39.8,0.767,4991.6,"yes",2010
"40007",31,"technician","single","university.degree","no","yes","no","telephone","jun","wed",119,1,999,0,"nonexistent",-1.7,94.055,-39.8,0.767,4991.6,"no",2010
"40008",52,"admin.","married","university.degree","no","yes","yes","cellular","jun","wed",241,4,999,3,"failure",-1.7,94.055,-39.8,0.767,4991.6,"no",2010
"40009",26,"admin.","married","high.school","no","no","no","cellular","jun","wed",301,5,999,0,"nonexistent",-1.7,94.055,-39.8,0.767,4991.6,"yes",2010
"40010",37,"admin.","single","high.school","no","yes","yes","cellular","jul","thu",114,4,999,2,"failure",-1.7,94.215,-40.3,0.782,4991.6,"no",2010
"40011",37,"admin.","single","high.school","no","no","no","telephone","jul","thu",494,4,999,3,"failure",-1.7,94.215,-40.3,0.782,4991.6,"no",2010
"40012",35,"management","married","university.degree","no","yes","yes","telephone","jul","thu",165,1,999,1,"failure",-1.7,94.215,-40.3,0.782,4991.6,"no",2010
"40013",34,"admin.","married","high.school","no","yes","no","telephone","jul","thu",12,1,999,1,"failure",-1.7,94.215,-40.3,0.782,4991.6,"no",2010
"40014",29,"admin.","single","high.school","no","no","no","telephone","jul","thu",28,1,999,0,"nonexistent",-1.7,94.215,-40.3,0.782,4991.6,"no",2010
"40015",60,"management","married","university.degree","no","yes","yes","cellular","jul","thu",395,1,4,2,"success",-1.7,94.215,-40.3,0.782,4991.6,"yes",2010
"40016",37,"admin.","single","high.school","no","no","no","cellular","jul","thu",609,2,7,3,"success",-1.7,94.215,-40.3,0.782,4991.6,"yes",2010
"40017",27,"admin.","single","high.school","no","no","no","cellular","jul","thu",113,2,999,2,"failure",-1.7,94.215,-40.3,0.782,4991.6,"no",2010
"40018",38,"admin.","married","high.school","no","no","no","cellular","jul","thu",561,2,10,2,"success",-1.7,94.215,-40.3,0.782,4991.6,"yes",2010
"40019",33,"blue-collar","married","university.degree","no","no","no","telephone","jul","thu",12,1,999,0,"nonexistent",-1.7,94.215,-40.3,0.782,4991.6,"no",2010
"40020",38,"unemployed","divorced","high.school","no","no","no","telephone","jul","thu",10,1,999,0,"nonexistent",-1.7,94.215,-40.3,0.782,4991.6,"no",2010
"40021",39,"blue-collar","married","basic.6y","no","yes","no","telephone","jul","fri",25,1,14,1,"success",-1.7,94.215,-40.3,0.79,4991.6,"no",2010
"40022",27,"services","single","high.school","no","no","no","cellular","jul","fri",423,3,999,0,"nonexistent",-1.7,94.215,-40.3,0.79,4991.6,"yes",2010
"40023",37,"admin.","single","university.degree","no","yes","no","cellular","jul","fri",96,2,4,3,"success",-1.7,94.215,-40.3,0.79,4991.6,"no",2010
"40024",33,"admin.","married","university.degree","no","yes","yes","cellular","jul","fri",217,3,999,0,"nonexistent",-1.7,94.215,-40.3,0.79,4991.6,"yes",2010
"40025",37,"admin.","single","university.degree","no","yes","no","cellular","jul","fri",844,2,6,3,"success",-1.7,94.215,-40.3,0.79,4991.6,"no",2010
"40026",55,"admin.","married","university.degree","no","yes","no","cellular","jul","fri",687,1,999,2,"failure",-1.7,94.215,-40.3,0.79,4991.6,"yes",2010
"40027",35,"admin.","single","university.degree","no","no","no","cellular","jul","fri",391,5,4,1,"success",-1.7,94.215,-40.3,0.79,4991.6,"yes",2010
"40028",27,"services","single","high.school","no","unknown","unknown","cellular","jul","fri",179,1,999,1,"failure",-1.7,94.215,-40.3,0.79,4991.6,"yes",2010
"40029",25,"blue-collar","single","basic.9y","no","no","yes","cellular","jul","fri",667,1,999,0,"nonexistent",-1.7,94.215,-40.3,0.79,4991.6,"yes",2010
"40030",55,"admin.","married","university.degree","no","yes","yes","cellular","jul","fri",129,2,999,1,"failure",-1.7,94.215,-40.3,0.79,4991.6,"no",2010
"40031",48,"admin.","single","university.degree","no","yes","no","cellular","jul","fri",194,2,3,1,"success",-1.7,94.215,-40.3,0.79,4991.6,"yes",2010
"40032",52,"admin.","single","high.school","no","no","no","telephone","jul","mon",9,1,999,1,"failure",-1.7,94.215,-40.3,0.793,4991.6,"no",2010
"40033",41,"admin.","divorced","university.degree","no","no","no","cellular","jul","mon",101,3,999,0,"nonexistent",-1.7,94.215,-40.3,0.793,4991.6,"no",2010
"40034",34,"technician","single","university.degree","no","yes","no","cellular","jul","mon",251,3,999,0,"nonexistent",-1.7,94.215,-40.3,0.793,4991.6,"yes",2010
"40035",25,"admin.","married","high.school","no","yes","no","telephone","jul","mon",29,1,999,0,"nonexistent",-1.7,94.215,-40.3,0.793,4991.6,"no",2010
"40036",32,"technician","married","university.degree","no","yes","yes","telephone","jul","mon",17,1,999,0,"nonexistent",-1.7,94.215,-40.3,0.793,4991.6,"no",2010
"40037",41,"admin.","divorced","university.degree","no","no","no","cellular","jul","mon",128,2,999,0,"nonexistent",-1.7,94.215,-40.3,0.793,4991.6,"yes",2010
"40038",33,"admin.","single","university.degree","no","yes","no","cellular","jul","mon",175,4,999,0,"nonexistent",-1.7,94.215,-40.3,0.793,4991.6,"no",2010
"40039",41,"admin.","divorced","university.degree","no","yes","no","cellular","jul","mon",140,1,14,2,"success",-1.7,94.215,-40.3,0.793,4991.6,"yes",2010
"40040",33,"admin.","single","university.degree","no","yes","no","cellular","jul","mon",182,1,999,0,"nonexistent",-1.7,94.215,-40.3,0.793,4991.6,"no",2010
"40041",30,"admin.","single","university.degree","no","yes","no","cellular","jul","tue",255,2,3,1,"success",-1.7,94.215,-40.3,0.797,4991.6,"no",2010
"40042",21,"student","single","basic.9y","no","yes","no","cellular","jul","tue",209,2,999,0,"nonexistent",-1.7,94.215,-40.3,0.797,4991.6,"yes",2010
"40043",46,"admin.","married","high.school","no","yes","no","cellular","jul","tue",267,1,999,0,"nonexistent",-1.7,94.215,-40.3,0.797,4991.6,"yes",2010
"40044",46,"admin.","married","high.school","no","yes","no","cellular","jul","tue",335,3,999,2,"failure",-1.7,94.215,-40.3,0.797,4991.6,"yes",2010
"40045",30,"admin.","single","university.degree","no","no","no","cellular","jul","tue",212,1,3,2,"success",-1.7,94.215,-40.3,0.797,4991.6,"no",2010
"40046",83,"housemaid","divorced","basic.4y","no","yes","yes","cellular","jul","tue",257,1,999,3,"failure",-1.7,94.215,-40.3,0.797,4991.6,"no",2010
"40047",29,"admin.","single","high.school","no","no","no","cellular","jul","tue",319,1,999,0,"nonexistent",-1.7,94.215,-40.3,0.797,4991.6,"yes",2010
"40048",35,"admin.","single","university.degree","no","no","no","telephone","jul","tue",42,1,999,0,"nonexistent",-1.7,94.215,-40.3,0.797,4991.6,"no",2010
"40049",46,"admin.","married","high.school","no","yes","yes","cellular","jul","tue",396,1,13,2,"success",-1.7,94.215,-40.3,0.797,4991.6,"yes",2010
"40050",43,"self-employed","married","university.degree","no","no","no","cellular","jul","tue",386,3,999,1,"failure",-1.7,94.215,-40.3,0.797,4991.6,"yes",2010
"40051",83,"housemaid","divorced","basic.4y","no","yes","no","cellular","jul","tue",667,2,3,1,"success",-1.7,94.215,-40.3,0.797,4991.6,"yes",2010
"40052",21,"student","single","basic.9y","no","yes","yes","telephone","jul","tue",295,1,999,0,"nonexistent",-1.7,94.215,-40.3,0.797,4991.6,"no",2010
"40053",35,"entrepreneur","single","university.degree","no","yes","no","cellular","jul","wed",156,1,999,2,"failure",-1.7,94.215,-40.3,0.802,4991.6,"no",2010
"40054",55,"admin.","married","high.school","no","no","no","telephone","jul","wed",229,1,9,1,"success",-1.7,94.215,-40.3,0.802,4991.6,"yes",2010
"40055",33,"admin.","married","high.school","no","yes","yes","telephone","jul","wed",398,2,999,1,"failure",-1.7,94.215,-40.3,0.802,4991.6,"yes",2010
"40056",35,"admin.","married","high.school","no","yes","no","cellular","jul","wed",273,2,15,1,"success",-1.7,94.215,-40.3,0.802,4991.6,"yes",2010
"40057",36,"services","married","high.school","no","no","no","telephone","jul","wed",276,2,999,0,"nonexistent",-1.7,94.215,-40.3,0.802,4991.6,"yes",2010
"40058",34,"admin.","single","high.school","no","no","no","cellular","jul","wed",346,1,999,1,"failure",-1.7,94.215,-40.3,0.802,4991.6,"yes",2010
"40059",57,"unknown","married","basic.4y","no","yes","no","cellular","jul","wed",183,3,999,0,"nonexistent",-1.7,94.215,-40.3,0.802,4991.6,"no",2010
"40060",58,"admin.","married","high.school","no","yes","no","cellular","jul","thu",214,4,999,2,"failure",-1.7,94.215,-40.3,0.81,4991.6,"no",2010
"40061",75,"retired","married","university.degree","no","yes","no","cellular","jul","thu",229,1,999,2,"failure",-1.7,94.215,-40.3,0.81,4991.6,"yes",2010
"40062",29,"admin.","single","high.school","no","yes","no","cellular","jul","thu",480,1,6,1,"success",-1.7,94.215,-40.3,0.81,4991.6,"yes",2010
"40063",37,"admin.","married","high.school","no","unknown","unknown","cellular","jul","thu",294,1,999,1,"failure",-1.7,94.215,-40.3,0.81,4991.6,"yes",2010
"40064",21,"student","single","unknown","no","yes","yes","cellular","jul","thu",173,11,9,2,"failure",-1.7,94.215,-40.3,0.81,4991.6,"no",2010
"40065",25,"services","single","high.school","no","no","yes","telephone","jul","thu",411,2,8,4,"success",-1.7,94.215,-40.3,0.81,4991.6,"yes",2010
"40066",21,"student","single","unknown","no","no","no","telephone","jul","thu",250,1,12,1,"success",-1.7,94.215,-40.3,0.81,4991.6,"yes",2010
"40067",21,"student","single","unknown","no","no","no","cellular","jul","thu",184,1,999,0,"nonexistent",-1.7,94.215,-40.3,0.81,4991.6,"no",2010
"40068",21,"student","single","unknown","no","yes","no","cellular","jul","thu",968,1,13,2,"failure",-1.7,94.215,-40.3,0.81,4991.6,"yes",2010
"40069",32,"admin.","single","university.degree","no","no","no","telephone","jul","thu",14,1,999,0,"nonexistent",-1.7,94.215,-40.3,0.81,4991.6,"no",2010
"40070",39,"technician","married","professional.course","no","yes","no","cellular","jul","thu",202,1,999,1,"failure",-1.7,94.215,-40.3,0.81,4991.6,"no",2010
"40071",58,"admin.","married","high.school","no","yes","yes","cellular","jul","thu",414,2,999,0,"nonexistent",-1.7,94.215,-40.3,0.81,4991.6,"yes",2010
"40072",25,"admin.","single","high.school","no","no","no","cellular","jul","thu",449,2,999,0,"nonexistent",-1.7,94.215,-40.3,0.81,4991.6,"yes",2010
"40073",37,"admin.","married","high.school","no","yes","no","cellular","jul","thu",230,2,999,0,"nonexistent",-1.7,94.215,-40.3,0.81,4991.6,"no",2010
"40074",34,"self-employed","single","university.degree","no","no","no","cellular","jul","thu",967,3,999,0,"nonexistent",-1.7,94.215,-40.3,0.81,4991.6,"yes",2010
"40075",21,"student","single","unknown","no","no","no","telephone","jul","thu",220,7,999,1,"failure",-1.7,94.215,-40.3,0.81,4991.6,"no",2010
"40076",25,"services","single","high.school","no","yes","no","telephone","jul","thu",312,2,999,2,"failure",-1.7,94.215,-40.3,0.81,4991.6,"no",2010
"40077",73,"retired","divorced","professional.course","unknown","yes","no","cellular","jul","thu",131,2,999,0,"nonexistent",-1.7,94.215,-40.3,0.81,4991.6,"no",2010
"40078",34,"admin.","married","university.degree","no","yes","no","cellular","jul","thu",344,1,999,2,"failure",-1.7,94.215,-40.3,0.81,4991.6,"yes",2010
"40079",72,"retired","married","basic.4y","no","no","yes","cellular","jul","fri",483,4,8,1,"success",-1.7,94.215,-40.3,0.822,4991.6,"yes",2010
"40080",26,"unemployed","married","high.school","no","yes","no","cellular","jul","fri",474,7,999,0,"nonexistent",-1.7,94.215,-40.3,0.822,4991.6,"yes",2010
"40081",72,"retired","married","basic.4y","no","yes","no","cellular","jul","fri",119,9,999,1,"failure",-1.7,94.215,-40.3,0.822,4991.6,"no",2010
"40082",72,"retired","married","basic.4y","no","yes","no","cellular","jul","fri",582,2,999,1,"failure",-1.7,94.215,-40.3,0.822,4991.6,"no",2010
"40083",32,"admin.","single","university.degree","no","yes","no","cellular","jul","fri",1185,1,999,0,"nonexistent",-1.7,94.215,-40.3,0.822,4991.6,"no",2010
"40084",46,"admin.","married","university.degree","no","yes","no","cellular","jul","fri",341,3,999,0,"nonexistent",-1.7,94.215,-40.3,0.822,4991.6,"yes",2010
"40085",32,"entrepreneur","married","university.degree","no","no","yes","cellular","jul","fri",116,1,999,0,"nonexistent",-1.7,94.215,-40.3,0.822,4991.6,"no",2010
"40086",79,"retired","married","basic.4y","no","no","yes","cellular","jul","fri",464,1,999,1,"failure",-1.7,94.215,-40.3,0.822,4991.6,"yes",2010
"40087",33,"blue-collar","single","professional.course","no","no","yes","telephone","jul","fri",15,1,999,0,"nonexistent",-1.7,94.215,-40.3,0.822,4991.6,"no",2010
"40088",33,"unemployed","married","university.degree","no","yes","no","telephone","jul","fri",25,1,999,0,"nonexistent",-1.7,94.215,-40.3,0.822,4991.6,"no",2010
"40089",26,"unemployed","single","high.school","no","yes","no","telephone","jul","fri",23,1,999,0,"nonexistent",-1.7,94.215,-40.3,0.822,4991.6,"no",2010
"40090",33,"blue-collar","married","basic.9y","no","no","yes","telephone","jul","mon",9,1,999,0,"nonexistent",-1.7,94.215,-40.3,0.827,4991.6,"no",2010
"40091",59,"retired","divorced","basic.4y","no","no","no","cellular","jul","mon",410,2,999,0,"nonexistent",-1.7,94.215,-40.3,0.827,4991.6,"no",2010
"40092",39,"admin.","divorced","university.degree","no","yes","yes","cellular","jul","mon",398,10,999,1,"failure",-1.7,94.215,-40.3,0.827,4991.6,"yes",2010
"40093",36,"technician","single","university.degree","no","yes","yes","cellular","jul","mon",305,4,3,1,"success",-1.7,94.215,-40.3,0.827,4991.6,"no",2010
"40094",59,"retired","divorced","basic.4y","no","no","yes","cellular","jul","mon",210,3,999,2,"failure",-1.7,94.215,-40.3,0.827,4991.6,"yes",2010
"40095",39,"admin.","divorced","university.degree","no","no","yes","cellular","jul","mon",375,3,999,0,"nonexistent",-1.7,94.215,-40.3,0.827,4991.6,"yes",2010
"40096",28,"blue-collar","single","high.school","no","no","yes","cellular","jul","mon",101,2,999,2,"failure",-1.7,94.215,-40.3,0.827,4991.6,"no",2010
"40097",62,"technician","married","unknown","no","no","yes","cellular","jul","mon",123,2,6,1,"success",-1.7,94.215,-40.3,0.827,4991.6,"no",2010
"40098",35,"technician","single","professional.course","no","no","no","cellular","jul","mon",562,4,999,0,"nonexistent",-1.7,94.215,-40.3,0.827,4991.6,"yes",2010
"40099",62,"technician","married","unknown","no","unknown","unknown","cellular","jul","mon",220,3,999,1,"failure",-1.7,94.215,-40.3,0.827,4991.6,"yes",2010
"40100",62,"technician","married","unknown","no","no","no","cellular","jul","mon",167,1,999,0,"nonexistent",-1.7,94.215,-40.3,0.827,4991.6,"no",2010
"40101",62,"technician","married","unknown","no","yes","no","cellular","jul","mon",273,1,16,1,"success",-1.7,94.215,-40.3,0.827,4991.6,"no",2010
"40102",27,"admin.","single","university.degree","unknown","no","yes","cellular","jul","mon",537,1,999,0,"nonexistent",-1.7,94.215,-40.3,0.827,4991.6,"yes",2010
"40103",28,"student","single","high.school","no","yes","yes","cellular","jul","mon",154,1,999,2,"failure",-1.7,94.215,-40.3,0.827,4991.6,"no",2010
"40104",24,"admin.","single","high.school","no","no","no","cellular","jul","mon",452,1,14,1,"success",-1.7,94.215,-40.3,0.827,4991.6,"yes",2010
"40105",19,"student","single","basic.9y","no","no","yes","telephone","jul","mon",567,1,6,2,"success",-1.7,94.215,-40.3,0.827,4991.6,"yes",2010
"40106",59,"retired","divorced","basic.4y","no","yes","yes","cellular","jul","mon",796,1,6,1,"success",-1.7,94.215,-40.3,0.827,4991.6,"yes",2010
"40107",28,"blue-collar","single","high.school","no","no","no","cellular","jul","mon",194,3,999,0,"nonexistent",-1.7,94.215,-40.3,0.827,4991.6,"no",2010
"40108",19,"student","single","basic.9y","no","yes","no","cellular","jul","mon",236,2,999,0,"nonexistent",-1.7,94.215,-40.3,0.827,4991.6,"no",2010
"40109",62,"technician","married","unknown","no","no","no","cellular","jul","mon",262,2,999,2,"failure",-1.7,94.215,-40.3,0.827,4991.6,"yes",2010
"40110",62,"technician","married","unknown","no","yes","no","cellular","jul","mon",248,1,999,2,"failure",-1.7,94.215,-40.3,0.827,4991.6,"yes",2010
"40111",33,"admin.","single","university.degree","no","yes","no","cellular","jul","mon",289,1,999,1,"failure",-1.7,94.215,-40.3,0.827,4991.6,"no",2010
"40112",27,"admin.","single","university.degree","unknown","no","no","cellular","jul","mon",200,6,999,0,"nonexistent",-1.7,94.215,-40.3,0.827,4991.6,"no",2010
"40113",28,"student","single","high.school","no","yes","no","cellular","jul","mon",250,2,6,1,"success",-1.7,94.215,-40.3,0.827,4991.6,"yes",2010
"40114",29,"admin.","married","university.degree","no","yes","yes","cellular","jul","tue",256,2,6,1,"success",-1.7,94.215,-40.3,0.835,4991.6,"no",2010
"40115",73,"retired","married","basic.4y","no","yes","no","cellular","jul","tue",305,1,999,0,"nonexistent",-1.7,94.215,-40.3,0.835,4991.6,"yes",2010
"40116",29,"admin.","single","high.school","no","no","no","cellular","jul","tue",195,2,3,3,"success",-1.7,94.215,-40.3,0.835,4991.6,"yes",2010
"40117",22,"services","single","professional.course","no","no","no","cellular","jul","tue",363,1,999,1,"failure",-1.7,94.215,-40.3,0.835,4991.6,"yes",2010
"40118",83,"retired","married","university.degree","no","yes","no","cellular","jul","tue",178,1,6,2,"success",-1.7,94.215,-40.3,0.835,4991.6,"yes",2010
"40119",32,"services","married","basic.6y","no","yes","yes","telephone","jul","tue",35,1,999,0,"nonexistent",-1.7,94.215,-40.3,0.835,4991.6,"no",2010
"40120",83,"retired","married","university.degree","no","no","no","telephone","jul","tue",617,1,12,1,"success",-1.7,94.215,-40.3,0.835,4991.6,"yes",2010
"40121",66,"retired","married","high.school","no","no","no","cellular","jul","tue",475,1,999,0,"nonexistent",-1.7,94.215,-40.3,0.835,4991.6,"yes",2010
"40122",66,"retired","married","high.school","no","yes","no","cellular","jul","tue",317,1,999,0,"nonexistent",-1.7,94.215,-40.3,0.835,4991.6,"yes",2010
"40123",29,"admin.","married","university.degree","no","yes","no","cellular","jul","tue",88,1,999,2,"failure",-1.7,94.215,-40.3,0.835,4991.6,"no",2010
"40124",29,"admin.","married","university.degree","no","unknown","unknown","cellular","jul","tue",311,1,3,1,"success",-1.7,94.215,-40.3,0.835,4991.6,"yes",2010
"40125",24,"student","single","high.school","no","yes","yes","cellular","jul","tue",316,3,999,1,"failure",-1.7,94.215,-40.3,0.835,4991.6,"no",2010
"40126",31,"unemployed","single","university.degree","no","yes","no","cellular","jul","tue",309,1,6,3,"success",-1.7,94.215,-40.3,0.835,4991.6,"yes",2010
"40127",35,"technician","single","professional.course","no","yes","no","cellular","jul","tue",337,1,6,1,"success",-1.7,94.215,-40.3,0.835,4991.6,"yes",2010
"40128",35,"technician","single","professional.course","no","yes","no","cellular","jul","tue",360,1,11,2,"success",-1.7,94.215,-40.3,0.835,4991.6,"yes",2010
"40129",22,"services","single","professional.course","no","no","no","cellular","jul","tue",256,3,999,1,"failure",-1.7,94.215,-40.3,0.835,4991.6,"yes",2010
"40130",73,"retired","married","basic.4y","no","yes","yes","telephone","jul","tue",538,2,999,0,"nonexistent",-1.7,94.215,-40.3,0.835,4991.6,"no",2010
"40131",29,"blue-collar","single","basic.6y","no","yes","no","telephone","jul","tue",151,1,999,0,"nonexistent",-1.7,94.215,-40.3,0.835,4991.6,"no",2010
"40132",35,"technician","single","professional.course","no","yes","no","cellular","jul","tue",577,6,6,1,"success",-1.7,94.215,-40.3,0.835,4991.6,"yes",2010
"40133",29,"admin.","single","high.school","no","yes","no","cellular","jul","tue",272,3,6,1,"success",-1.7,94.215,-40.3,0.835,4991.6,"yes",2010
"40134",32,"technician","divorced","professional.course","no","yes","no","telephone","jul","wed",18,1,999,0,"nonexistent",-1.7,94.215,-40.3,0.84,4991.6,"no",2010
"40135",53,"blue-collar","single","basic.9y","no","no","no","telephone","jul","wed",413,1,6,2,"success",-1.7,94.215,-40.3,0.84,4991.6,"yes",2010
"40136",30,"student","single","professional.course","no","yes","no","cellular","jul","wed",334,4,999,2,"failure",-1.7,94.215,-40.3,0.84,4991.6,"yes",2010
"40137",31,"admin.","single","high.school","no","yes","no","cellular","jul","wed",91,1,999,1,"failure",-1.7,94.215,-40.3,0.84,4991.6,"no",2010
